timestamp,point_id,temperature,pressure,flow_rate,level,gas_type,gas_concentration,risk_level,risk_level_name,message
2025-03-01 09:00:00,PRO001,25.728875533308354,0.3323290206624764,47.75504935027533,34.43711823101463,H₂S,1.351440370077014,safe,安全,安全: 区域PRO，传感器PRO001。
2025-03-01 09:00:00,PRO002,25.525053454581908,0.37381367014832,31.52895172648929,64.94675969491328,H₂S,1.991371642213836,danger,危险,传感器PRO002：H₂S浓度1.991371642213836ppm，处于临界状态。
2025-03-01 09:00:00,PRO003,27.181350187711704,0.2197066098854294,24.9419787381035,37.35053088848733,CO,14.028896004107215,safe,安全,安全: 区域PRO，传感器PRO003。
2025-03-01 09:00:00,PRO004,28.542423776864453,0.298470300024943,36.08200732081855,60.90173057097735,NH₃,10.194371023262867,warning,警告,
2025-03-01 09:00:00,PRO005,22.787099646421066,0.1582483015453575,29.70822740513054,40.607288289635626,NH₃,4.046247809211383,safe,安全,安全: 区域PRO，传感器PRO005。
2025-03-01 09:00:00,PRO006,28.34282010420713,0.3797624227503144,34.798745212408065,53.35171816695852,NH₃,12.168325258848688,safe,安全,安全: 区域PRO，传感器PRO006。
2025-03-01 09:00:00,PRO007,22.1146075706968,0.326016616184329,41.78852881993805,33.84007960827676,NH₃,9.446458907104011,safe,安全,安全: 区域PRO，传感器PRO007。
2025-03-01 09:00:00,PRO008,26.2016168589054,0.3509178276442238,29.697681429046977,62.3645807204306,CO,7.742075788653604,safe,安全,安全: 区域PRO，传感器PRO008。
2025-03-01 09:00:00,PRO009,20.41189455757282,0.2371621801023989,35.35887381792825,32.30034503307556,NH₃,4.782143841796836,safe,安全,安全: 区域PRO，传感器PRO009。
2025-03-01 09:00:00,PRO010,21.098298137738738,0.2563585671283432,39.461137889561726,59.159594076883735,H₂S,4.477128431851988,safe,安全,安全: 区域PRO，传感器PRO010。
2025-03-01 09:00:00,PRO011,20.73687042643112,0.1655231940016191,44.603275200597125,40.118472946702624,CO,5.336667863278673,safe,安全,安全: 区域PRO，传感器PRO011。
2025-03-01 09:00:00,PRO012,30.036501183803534,0.257535717875574,16.307418192783,53.297802195686025,NH₃,7.950021829529196,safe,安全,安全: 区域PRO，传感器PRO012。
2025-03-01 09:00:00,PRO013,19.51095223084806,0.2797589129092998,23.590638959174616,38.314608916178464,CO,16.333850600742483,safe,安全,安全: 区域PRO，传感器PRO013。
2025-03-01 09:00:00,PRO014,20.08837992985358,0.2741541545840902,41.84648323830451,49.3754863351561,H₂S,2.856746697677192,safe,安全,安全: 区域PRO，传感器PRO014。
2025-03-01 09:00:00,PRO015,22.72943302655576,0.3530062734020336,19.15792164220731,63.37953408517835,H₂S,2.4184433394149,safe,安全,安全: 区域PRO，传感器PRO015。
2025-03-01 09:00:00,REA001,112.9274857669244,1.0696976942057843,40.602582136563726,44.1544970177282,NH₃,10.767650725568592,warning,警告,传感器REA001：压力1.0696976942057843MPa，处于临界状态。
2025-03-01 09:00:00,REA002,129.13670699282258,2.16112217741146,74.14617925434517,37.576596439173045,NH₃,12.292973033987211,warning,警告,
2025-03-01 09:00:00,REA003,112.79303324632929,1.334290835484481,49.12961802183792,40.59396087115071,CO,23.118539862699667,safe,安全,安全: 区域REA，传感器REA003。
2025-03-01 09:00:00,REA004,110.73655430803662,1.6643077788125806,64.83203596267577,41.63615044254527,CO,6.1515927299465565,safe,安全,安全: 区域REA，传感器REA004。
2025-03-01 09:00:00,REA005,103.94962303875876,1.307255526588854,51.37299482078159,47.918958627590925,NH₃,6.6944542613204,safe,安全,安全: 区域REA，传感器REA005。
2025-03-01 09:00:00,REA006,96.4310343083067,1.559400110123497,70.09181992783937,41.26868544524846,H₂S,1.3191605330852254,safe,安全,安全: 区域REA，传感器REA006。
2025-03-01 09:00:00,REA007,99.64105414569607,1.7568580334883808,73.1171422329389,39.66070854496054,H₂S,4.43816785193913,safe,安全,安全: 区域REA，传感器REA007。
2025-03-01 09:00:00,REA008,126.82534943757628,2.140803504701572,47.24004653899567,53.22578699656617,NH₃,8.85514013922665,safe,安全,安全: 区域REA，传感器REA008。
2025-03-01 09:00:00,REA009,95.59709892878926,1.9827531655991253,58.38273884096735,38.483138317201245,H₂S,2.58,safe,安全,安全: 区域REA，传感器REA009。
2025-03-01 09:00:00,REA010,127.15079219190544,1.393,55.382373325276966,50.64977203987768,H₂S,4.084171184423795,safe,安全,安全: 区域REA，传感器REA010。
2025-03-01 09:00:00,REA011,100.16002936574634,2.10702783065422,62.13139215017426,37.60660565688536,CO,20.54231942449312,warning,警告,
2025-03-01 09:00:00,REA012,120.05908755573054,1.3919119289113229,40.286059350126095,53.69578224961575,NH₃,9.984944581685484,safe,安全,安全: 区域REA，传感器REA012。
2025-03-01 09:00:00,REA013,98.75410036563888,1.907807501140812,53.73602887811715,52.076454180181145,CO,24.31348552780096,warning,警告,
2025-03-01 09:00:00,REA014,126.0806005533883,1.968939342248761,62.7785837590328,53.57165774076096,CO,10.048028224999667,safe,安全,安全: 区域REA，传感器REA014。
2025-03-01 09:00:00,REA015,127.01272991860417,1.3509766610839589,68.11864509155463,43.39595415495637,H₂S,2.937081508209241,safe,安全,安全: 区域REA，传感器REA015。
2025-03-01 09:00:00,REA016,106.69279778710025,1.6610305100980918,74.23299495991103,45.03284405540956,CO,23.38,warning,警告,
2025-03-01 09:00:00,REA017,94.80757165282412,1.8401380967167824,76.58576164271001,48.60019294704887,H₂S,2.0818995504279654,warning,警告,传感器REA017：温度94.80757165282412度，处于临界状态。H₂S浓度2.0818995504279654ppm，处于临界状态。
2025-03-01 09:00:00,REA018,124.37134976151243,1.1364567362065991,63.54096420588166,47.847012902783405,H₂S,3.972057726232249,safe,安全,安全: 区域REA，传感器REA018。
2025-03-01 09:00:00,REA019,103.3858902164684,1.8832065858798024,42.97133919033447,38.55565480454069,CO,21.745815674007595,warning,警告,
2025-03-01 09:00:00,REA020,118.42514946256544,1.81845268366044,54.29371226368129,52.77856228200073,CO,7.227269729821563,warning,警告,传感器REA020：液位52.77856228200073%，处于临界状态。CO浓度7.227269729821563ppm，处于临界状态。
2025-03-01 09:00:00,REA021,130.39665208439607,2.430776711013578,75.98006590475936,44.32724201634542,CO,20.67282454769468,warning,警告,传感器REA021：压力2.430776711013578MPa，处于临界状态。
2025-03-01 09:00:00,REA022,106.48260504142428,1.4760266136433235,65.84605611445224,52.43465603584267,H₂S,4.258562179370132,safe,安全,安全: 区域REA，传感器REA022。
2025-03-01 09:00:00,REA023,129.26439862418053,1.0310730888374438,69.76308024344235,37.37449543831765,H₂S,2.824677736576452,warning,警告,传感器REA023：压力1.0310730888374438MPa，处于临界状态。液位37.37449543831765%，处于临界状态。
2025-03-01 09:00:00,REA024,126.74956228276778,1.246826544419129,58.72896173914204,50.50029872853823,CO,14.618701359186106,warning,警告,
2025-03-01 09:00:00,REA025,128.97905011458232,1.3051089599103805,76.0233876871109,51.58654204126584,H₂S,1.936600527033989,warning,警告,传感器REA025：H₂S浓度1.936600527033989ppm，处于临界状态。
2025-03-01 09:00:00,RMS001,23.699253172015013,0.3582451111260214,21.33377865951107,55.8137891381845,H₂S,2.281604852539053,warning,警告,传感器RMS001：H₂S浓度2.281604852539053ppm，处于临界状态。
2025-03-01 09:00:00,RMS002,24.42165646264857,0.3894746546595543,38.6910830021751,46.713842563990106,CO,12.018519897460738,safe,安全,安全: 区域RMS，传感器RMS002。
2025-03-01 09:00:00,RMS003,20.045201481083502,0.2228801777166973,38.9412317786065,54.19497259023774,NH₃,9.629008915940274,safe,安全,安全: 区域RMS，传感器RMS003。
2025-03-01 09:00:00,RMS004,21.529959861547272,0.3375704623161408,37.46522294130773,35.102317857522216,NH₃,7.104220071992722,safe,安全,安全: 区域RMS，传感器RMS004。
2025-03-01 09:00:00,RMS005,24.196881159262787,0.1683802138121679,27.73559596471624,40.89941207272844,NH₃,2.8855705351428225,safe,安全,安全: 区域RMS，传感器RMS005。
2025-03-01 09:00:00,RMS006,20.89080649446012,0.2572535087779778,13.578073258297824,42.42678002944348,CO,14.083851339673666,safe,安全,安全: 区域RMS，传感器RMS006。
2025-03-01 09:00:00,RMS007,24.4033609197279,0.3804336600103174,32.18210021716784,61.952218476810856,H₂S,2.212518951196502,warning,警告,传感器RMS007：H₂S浓度2.212518951196502ppm，处于临界状态。
2025-03-01 09:00:00,RMS008,20.25593019282526,0.2160009040669268,34.73886713399969,65.2389112661618,NH₃,7.813213215562012,safe,安全,安全: 区域RMS，传感器RMS008。
2025-03-01 09:00:00,RMS009,21.88564826074977,0.2223621039970337,36.8367357868806,62.56959693301834,CO,11.608195813928038,safe,安全,安全: 区域RMS，传感器RMS009。
2025-03-01 09:00:00,RMS010,26.171237149911583,0.3880367992838034,16.327085204147096,44.08458143186255,CO,16.168671381874805,safe,安全,安全: 区域RMS，传感器RMS010。
2025-03-01 09:00:00,RMS011,24.69233669171775,0.3401090671528798,25.65175756016769,44.56826760269815,NH₃,3.2925071742114462,safe,安全,安全: 区域RMS，传感器RMS011。
2025-03-01 09:00:00,RMS012,28.500405883292487,0.2775212968724362,21.861641244398854,46.13508087900246,CO,8.497326068234807,safe,安全,安全: 区域RMS，传感器RMS012。
2025-03-01 09:00:00,RMS013,22.68203770780866,0.386788802727054,15.744899045846685,64.32689779481537,NH₃,8.763646138246644,safe,安全,安全: 区域RMS，传感器RMS013。
2025-03-01 09:00:00,RMS014,21.66870018008826,0.3383541152339335,26.663657023918063,34.02164234003384,NH₃,5.182292900544116,safe,安全,安全: 区域RMS，传感器RMS014。
2025-03-01 09:00:00,RMS015,21.163831822825443,0.2848889552918806,31.161275877304483,37.0173352110327,H₂S,1.5656018174952255,safe,安全,安全: 区域RMS，传感器RMS015。
2025-03-01 09:00:00,RMS016,30.60370273886786,0.2559834090129599,22.268240931965007,59.45591349411934,NH₃,12.04294161688052,warning,警告,传感器RMS016：温度30.60370273886786度，处于临界状态。
2025-03-01 09:00:00,RMS017,29.61508565467715,0.1834586923824165,25.215508597998685,67.17546779892663,H₂S,3.36,warning,警告,传感器RMS017：压力0.1834586923824165MPa，处于临界状态。液位67.17546779892663%，处于临界状态。
2025-03-01 09:00:00,RMS018,18.90224852557349,0.206089603218173,31.27580494059988,53.995669746268575,NH₃,4.06828272523795,safe,安全,安全: 区域RMS，传感器RMS018。
2025-03-01 09:00:00,RMS019,24.015157894316445,0.2066257671259743,22.557510540191284,51.612449515452326,CO,15.921137918853088,safe,安全,安全: 区域RMS，传感器RMS019。
2025-03-01 09:00:00,RMS020,20.475124775908533,0.2261664518616587,36.01246632754376,47.85358742129722,H₂S,1.4920502706556436,safe,安全,安全: 区域RMS，传感器RMS020。
2025-03-01 09:00:00,SEP001,102.62396652800152,1.5506159496402303,39.91491056476585,55.00888384348876,H₂S,4.160503076843045,warning,警告,传感器SEP001：温度102.62396652800152度，处于临界状态。
2025-03-01 09:00:00,SEP002,68.86172364462473,1.3775999571968278,45.641186138264274,58.122323773040726,NH₃,10.783188702650182,safe,安全,安全: 区域SEP，传感器SEP002。
2025-03-01 09:00:00,SEP003,85.75678152013894,1.615775230302603,58.40518096576418,59.91692120651583,NH₃,3.9948131134475697,danger,危险,传感器SEP003：压力1.615775230302603MPa，处于临界状态。液位59.91692120651583%，处于临界状态。NH₃浓度3.9948131134475697ppm，处于临界状态。
2025-03-01 09:00:00,SEP004,73.88479066213138,0.91525084467054,75.05571385008645,54.43890694586675,H₂S,1.92,safe,安全,安全: 区域SEP，传感器SEP004。
2025-03-01 09:00:00,SEP005,105.03031132272102,1.209096111944189,40.50806440511092,40.68015636874105,H₂S,2.6989186465455703,safe,安全,安全: 区域SEP，传感器SEP005。
2025-03-01 09:00:00,SEP006,66.04988969129155,1.0654042398620784,67.13028244472534,45.798684996352165,NH₃,2.842196393566385,safe,安全,安全: 区域SEP，传感器SEP006。
2025-03-01 09:00:00,SEP007,99.64118900575616,1.6249795117460186,41.36752783981757,52.810217649399405,H₂S,3.950250550700646,safe,安全,安全: 区域SEP，传感器SEP007。
2025-03-01 09:00:00,SEP008,87.78776459973149,0.7612183026810923,34.608106580916385,42.37585115497643,H₂S,1.3651524003488753,safe,安全,安全: 区域SEP，传感器SEP008。
2025-03-01 09:00:00,SEP009,101.36163909983094,0.974849180864788,65.01373665442895,58.45251943215699,H₂S,1.6475248353850054,safe,安全,安全: 区域SEP，传感器SEP009。
2025-03-01 09:00:00,SEP010,95.19755676840845,0.8560825898229119,74.40836869681951,49.23403195421511,H₂S,1.0126710302273527,safe,安全,安全: 区域SEP，传感器SEP010。
2025-03-01 09:00:00,SEP011,84.09595704400066,0.6065319956968169,56.21639825835667,33.841732149699766,CO,7.089852659926925,safe,安全,安全: 区域SEP，传感器SEP011。
2025-03-01 09:00:00,SEP012,88.19496863607483,1.1493807743100843,50.13910257739033,57.52954057616263,H₂S,3.767965531036733,warning,警告,传感器SEP012：液位57.52954057616263%，处于临界状态。
2025-03-01 09:00:00,SEP013,83.86140329084486,1.413487206740477,74.47907200751021,47.27314084415595,NH₃,8.364738248548369,safe,安全,安全: 区域SEP，传感器SEP013。
2025-03-01 09:00:00,SEP014,94.1993260236602,1.3889406723498638,42.670522525176445,46.962625007819085,NH₃,7.618608645858809,warning,警告,
2025-03-01 09:00:00,SEP015,102.3248051037716,1.669915451092303,57.39530549286252,37.46991583699413,H₂S,3.951995277733109,warning,警告,传感器SEP015：压力1.669915451092303MPa，处于临界状态。
2025-03-01 09:00:00,SEP016,71.62193546667199,1.2404950927548417,72.56535571492941,43.01341346811334,NH₃,10.503867923204426,safe,安全,安全: 区域SEP，传感器SEP016。
2025-03-01 09:00:00,SEP017,75.49517015232146,0.6078548482044592,34.43221936762171,40.773301962048265,NH₃,7.514661940747038,safe,安全,安全: 区域SEP，传感器SEP017。
2025-03-01 09:00:00,SEP018,72.7926752112805,1.529001429115082,33.651761285414935,38.41829343168381,H₂S,3.290213475696776,safe,安全,安全: 区域SEP，传感器SEP018。
2025-03-01 09:00:00,SEP019,93.34710478446397,1.2996096733952498,62.08329522807439,44.20578182545056,H₂S,1.5567948908127385,warning,警告,传感器SEP019：H₂S浓度1.5567948908127385ppm，处于临界状态。
2025-03-01 09:00:00,SEP020,104.0475364166521,0.7227308344696978,60.32065121844835,34.9404082092552,NH₃,5.235284530524162,safe,安全,安全: 区域SEP，传感器SEP020。
2025-03-01 09:00:00,UTL001,45.65722071863746,0.5656491696646968,116.55915174620804,55.66221187585845,NH₃,3.123774928057197,safe,安全,安全: 区域UTL，传感器UTL001。
2025-03-01 09:00:00,UTL002,72.17337872825655,0.6591679424508758,56.67257013936789,49.5732059162973,H₂S,3.96906643683836,safe,安全,安全: 区域UTL，传感器UTL002。
2025-03-01 09:00:00,UTL003,71.19229013388343,1.2043243323858606,100.67023699930246,39.04137644169202,H₂S,0.939064986088688,safe,安全,安全: 区域UTL，传感器UTL003。
2025-03-01 09:00:00,UTL004,74.59533062997075,0.5218604533708192,97.91559657585448,44.136031959038064,NH₃,9.033996059459769,safe,安全,安全: 区域UTL，传感器UTL004。
